UserID,LoginTime,LogoutTime,SessionDuration
User_1,2024-01-01 07:29:53.377711402,2024-01-01 15:09:11.378232931,7.655
User_1,2024-01-02 08:55:40.712762084,2024-01-02 14:07:06.906563849,5.190555555555555
User_1,2024-01-03 06:37:26.668422371,2024-01-03 08:42:57.730334843,2.0919444444444446
User_1,2024-01-04 06:13:56.404015222,2024-01-04 13:17:44.042888750,7.063055555555556
User_1,2024-01-05 08:24:16.056169102,2024-01-05 14:21:39.485129562,5.956388888888889
User_1,2024-01-06 06:04:56.416717859,2024-01-06 13:52:18.144992341,7.789166666666667
User_1,2024-01-07 09:19:47.174027526,2024-01-07 11:48:58.119616618,2.486111111111111
User_1,2024-01-08 06:43:38.279527782,2024-01-08 09:00:40.073176088,2.283611111111111
User_1,2024-01-09 07:13:01.088298617,2024-01-09 11:53:24.950375749,4.673055555555556
User_1,2024-01-10 07:43:40.008268446,2024-01-10 10:45:58.982601436,3.0383333333333336
User_1,2024-01-11 08:26:50.681684002,2024-01-11 10:25:25.926972433,1.976388888888889
User_1,2024-01-12 07:10:06.882938907,2024-01-12 10:43:59.201389908,3.5644444444444443
User_1,2024-01-13 07:49:27.407772725,2024-01-13 14:19:13.841999828,6.496111111111111
User_1,2024-01-14 06:47:55.302463080,2024-01-14 11:23:54.010311103,4.599444444444444
User_1,2024-01-15 08:22:10.769791613,2024-01-15 09:41:41.320192156,1.325
User_1,2024-01-16 08:25:48.645867380,2024-01-16 10:37:25.853784299,2.193611111111111
User_1,2024-01-17 06:15:36.742938988,2024-01-17 13:54:08.658477771,7.641944444444444
User_1,2024-01-18 09:51:45.101276273,2024-01-18 16:31:16.714448807,6.658611111111111
User_1,2024-01-19 07:13:06.438276096,2024-01-19 08:54:07.775549056,1.6836111111111112
User_1,2024-01-20 08:44:12.955581775,2024-01-20 12:49:04.798424012,4.0808333333333335
User_1,2024-01-21 06:29:17.350581764,2024-01-21 10:57:15.808716568,4.466111111111111
User_1,2024-01-22 06:08:15.194704059,2024-01-22 13:30:10.068836444,7.365
User_1,2024-01-23 07:02:06.431735040,2024-01-23 12:40:21.993300760,5.6375
User_1,2024-01-24 07:14:48.639495687,2024-01-24 11:53:14.353629367,4.6402777777777775
User_1,2024-01-25 08:11:12.628022543,2024-01-25 10:28:50.960301786,2.293888888888889
User_1,2024-01-26 09:52:42.018639809,2024-01-26 16:18:15.365788509,6.425833333333333
User_1,2024-01-27 09:45:28.784758524,2024-01-27 17:01:18.433989300,7.2636111111111115
User_1,2024-01-28 08:23:29.759694879,2024-01-28 15:50:40.990417461,7.453055555555555
User_1,2024-01-29 06:21:14.292029547,2024-01-29 08:43:33.060162509,2.3716666666666666
User_1,2024-01-30 06:10:51.272960311,2024-01-30 09:27:29.597295545,3.277222222222222
User_2,2024-01-01 07:33:16.952971528,2024-01-01 10:27:14.948572230,2.8991666666666664
User_2,2024-01-02 09:18:53.820131787,2024-01-02 12:48:44.003964465,3.4972222222222222
User_2,2024-01-03 07:07:25.456939498,2024-01-03 11:55:21.398235085,4.798611111111111
User_2,2024-01-04 06:33:49.308839636,2024-01-04 13:10:44.672754637,6.615277777777778
User_2,2024-01-05 06:17:53.529268988,2024-01-05 14:12:23.080071321,7.908055555555555
User_2,2024-01-06 09:05:20.324677871,2024-01-06 11:28:47.959852532,2.390833333333333
User_2,2024-01-07 06:01:19.518486579,2024-01-07 12:43:49.146483640,6.708055555555555
User_2,2024-01-08 08:49:38.745751405,2024-01-08 14:55:49.726386037,6.102777777777778
User_2,2024-01-09 09:05:06.292992277,2024-01-09 10:36:12.218215976,1.5180555555555555
User_2,2024-01-10 07:26:01.906491037,2024-01-10 09:14:41.806791070,1.8108333333333333
User_2,2024-01-11 09:27:08.689332608,2024-01-11 14:48:55.802128662,5.3630555555555555
User_2,2024-01-12 07:19:24.931557878,2024-01-12 08:46:06.601985085,1.4447222222222222
User_2,2024-01-13 07:14:38.145432705,2024-01-13 10:31:12.765147779,3.276111111111111
User_2,2024-01-14 08:55:06.328968068,2024-01-14 14:22:52.777246219,5.462777777777778
User_2,2024-01-15 09:32:55.863493099,2024-01-15 13:51:15.679607180,4.3052777777777775
User_2,2024-01-16 06:28:42.157141511,2024-01-16 12:28:15.925779530,5.9925
User_2,2024-01-17 09:02:35.304700083,2024-01-17 13:58:19.490078834,4.928888888888889
User_2,2024-01-18 09:05:01.927391345,2024-01-18 13:32:25.576419727,4.456388888888889
User_2,2024-01-19 08:05:27.352743100,2024-01-19 12:05:01.386405735,3.992777777777778
User_2,2024-01-20 06:06:06.035425114,2024-01-20 07:51:24.899385345,1.755
User_2,2024-01-21 06:07:32.580273888,2024-01-21 11:34:50.122637735,5.454722222222222
User_2,2024-01-22 07:15:26.726127499,2024-01-22 11:49:02.707544849,4.559722222222222
User_2,2024-01-23 09:37:48.957224535,2024-01-23 12:22:31.121399086,2.745
User_2,2024-01-24 07:38:29.514091713,2024-01-24 13:55:49.402782997,6.288611111111111
User_2,2024-01-25 06:54:54.693583079,2024-01-25 08:27:14.587310764,1.5386111111111112
User_2,2024-01-26 07:09:32.420921958,2024-01-26 09:17:15.197360758,2.1283333333333334
User_2,2024-01-27 09:43:07.646193733,2024-01-27 16:22:32.279758756,6.656666666666666
User_2,2024-01-28 08:32:01.014093750,2024-01-28 15:38:01.820966480,7.1
User_2,2024-01-29 09:12:52.877907347,2024-01-29 11:31:14.443391275,2.305833333333333
User_2,2024-01-30 09:34:12.849578255,2024-01-30 14:20:44.274074529,4.775277777777778
User_3,2024-01-01 09:13:47.138234362,2024-01-01 16:30:08.638992434,7.2725
User_3,2024-01-02 07:16:19.250039594,2024-01-02 09:02:32.558537691,1.7702777777777778
User_3,2024-01-03 06:54:42.266340603,2024-01-03 10:54:05.382613984,3.9897222222222224
User_3,2024-01-04 09:16:19.412629283,2024-01-04 16:17:49.823327342,7.025
User_3,2024-01-05 06:01:40.110679649,2024-01-05 10:36:10.942704603,4.575
User_3,2024-01-06 07:40:10.718445342,2024-01-06 10:13:27.835269204,2.5547222222222223
User_3,2024-01-07 06:28:46.061289605,2024-01-07 09:50:33.963608976,3.3630555555555555
User_3,2024-01-08 09:46:17.899736340,2024-01-08 13:02:02.613623263,3.2622222222222224
User_3,2024-01-09 08:04:30.584953104,2024-01-09 13:59:46.662717262,5.921111111111111
User_3,2024-01-10 07:27:16.266274261,2024-01-10 15:15:25.174758829,7.802222222222222
User_3,2024-01-11 09:50:59.241047166,2024-01-11 12:36:44.154901965,2.7622222222222224
User_3,2024-01-12 07:59:20.378484850,2024-01-12 11:05:42.511892232,3.1061111111111113
User_3,2024-01-13 07:08:21.703119035,2024-01-13 08:23:51.254192369,1.2580555555555555
User_3,2024-01-14 08:26:17.726409310,2024-01-14 12:57:25.237794677,4.518611111111111
User_3,2024-01-15 06:12:21.294017999,2024-01-15 09:09:23.184916761,2.950277777777778
User_3,2024-01-16 09:37:59.028757919,2024-01-16 12:18:35.988402726,2.6766666666666667
User_3,2024-01-17 06:34:46.486158113,2024-01-17 11:00:20.695717107,4.426111111111111
User_3,2024-01-18 09:56:33.366539192,2024-01-18 12:38:13.159381281,2.694166666666667
User_3,2024-01-19 08:41:18.751882644,2024-01-19 15:01:11.566188927,6.331111111111111
User_3,2024-01-20 06:57:01.980633490,2024-01-20 13:02:53.032618508,6.0975
User_3,2024-01-21 07:28:16.077111157,2024-01-21 12:53:50.184042115,5.426111111111111
